,Block,Latitude,Longitude,AddressAccuracy,NumMosquitos,WnvPresent
1835,72.000,42.011601,-87.811506,8,49,1
1836,72.000,42.011601,-87.811506,8,49,0
1837,72.000,42.011601,-87.811506,8,50,1
1838,72.000,42.011601,-87.811506,8,50,1
1839,72.000,42.011601,-87.811506,8,18,1
1840,38.000,41.94983,-87.698457,9,15,0
1841,38.000,41.94983,-87.698457,9,17,0
1842,49.000,41.979243,-87.750938,9,4,0
1843,49.000,41.979243,-87.750938,9,5,0
1844,58.000,41.986921,-87.689778,9,6,0
1845,58.000,41.986921,-87.689778,9,4,0
1846,50.000,41.801498,-87.763416,9,1,0
1847,50.000,41.801498,-87.763416,9,1,0
1848,14.000,41.906638,-87.701431,9,50,0
1849,14.000,41.906638,-87.701431,9,7,0
1850,14.000,41.906638,-87.701431,9,14,1
1851,10.000,41.723195,-87.64997,5,12,0
1852,10.000,41.723195,-87.64997,5,16,0
1853,11.000,41.868077,-87.666901,9,5,0
1854,11.000,41.868077,-87.666901,9,3,0
1855,11.000,41.868077,-87.666901,9,6,0
1856,11.000,41.869216,-87.627561,8,3,0
1857,11.000,41.869216,-87.627561,8,11,0
1858,42.000,41.662014,-87.724608,8,31,0
1859,42.000,41.662014,-87.724608,8,9,0
1860,42.000,41.662014,-87.724608,8,50,0
1861,42.000,41.662014,-87.724608,8,50,0
1862,42.000,41.662014,-87.724608,8,42,0
1863,42.000,41.662014,-87.724608,8,11,0
1864,53.000,41.961743,-87.76007,9,1,0
1865,53.000,41.961743,-87.76007,9,2,0
1866,40.000,41.953067,-87.776792,8,11,0
1867,40.000,41.953067,-87.776792,8,9,1
1868,43.000,41.878114,-87.629798,3,30,0
1869,43.000,41.878114,-87.629798,3,25,1
1870,28.000,41.932094,-87.700117,8,2,0
1871,28.000,41.932094,-87.700117,8,1,0
1872,15.000,41.994469,-87.667736,8,1,0
1873,15.000,41.994469,-87.667736,8,1,0
1874,18.000,42.006858,-87.675919,9,2,0
1875,70.000,41.916265,-87.800515,8,21,0
1876,70.000,41.916265,-87.800515,8,50,0
1877,70.000,41.916265,-87.800515,8,5,0
1878,70.000,41.916265,-87.800515,8,36,0
1879,25.000,41.846075,-87.716277,9,7,0
1880,25.000,41.846075,-87.716277,9,2,0
1881,21.000,41.918705,-87.752329,8,37,0
1882,21.000,41.918705,-87.752329,8,1,0
1883,21.000,41.918705,-87.752329,8,14,1
1884,35.000,41.682587,-87.707973,9,39,0
1885,35.000,41.682587,-87.707973,9,30,1
1886,35.000,41.682587,-87.707973,9,4,0
1887,35.000,41.682587,-87.707973,9,36,0
1888,35.000,41.682587,-87.707973,9,43,0
1889,93.000,41.725517,-87.614258,8,6,0
1890,93.000,41.725517,-87.614258,8,3,0
1891,37.000,41.948167,-87.730698,8,7,0
1892,37.000,41.948167,-87.730698,8,4,0
1893,45.000,41.963976,-87.69181,9,3,0
1894,45.000,41.963976,-87.69181,9,9,0
1895,40.000,41.953705,-87.733974,8,5,0
1896,40.000,41.953705,-87.733974,8,5,0
1897,46.000,41.964242,-87.757639,8,27,1
1898,46.000,41.964242,-87.757639,8,2,0
1899,46.000,41.964242,-87.757639,8,6,0
1900,46.000,41.964242,-87.757639,8,49,1
1901,60.000,41.990284,-87.797127,8,16,1
1902,60.000,41.990284,-87.797127,8,20,1
1903,70.000,42.008314,-87.777921,9,38,0
1904,70.000,42.008314,-87.777921,9,12,1
1905,61.000,41.991429,-87.747113,8,21,0
1906,61.000,41.991429,-87.747113,8,16,1
1907,27.000,41.843811,-87.686763,9,10,0
1908,27.000,41.843811,-87.686763,9,1,0
1909,27.000,41.843811,-87.686763,9,1,0
1910,68.000,41.921177,-87.79518,8,35,0
1911,68.000,41.921177,-87.79518,8,5,0
1912,30.000,41.857402,-87.694991,8,4,0
1913,30.000,41.857402,-87.694991,8,1,0
1914,11.000,41.868142,-87.696269,9,7,0
1915,11.000,41.868142,-87.696269,9,8,0
1916,25.000,41.846283,-87.656913,9,1,0
1917,25.000,41.846283,-87.656913,9,2,0
1918,10.000,41.721474,-87.648064,8,24,0
1919,10.000,41.721474,-87.648064,8,20,0
1920,10.000,41.869107,-87.696293,9,1,0
1921,10.000,41.869107,-87.696293,9,1,0
1922,10.000,41.869107,-87.696293,9,4,0
1923,96.000,41.719059,-87.675088,9,6,0
1924,96.000,41.719059,-87.675088,9,4,0
1925,18.000,41.966987,-87.674677,8,4,0
1926,18.000,41.966987,-87.674677,8,4,0
1927,61.000,41.923738,-87.785288,9,50,0
1928,61.000,41.923738,-87.785288,9,1,0
1929,61.000,41.923738,-87.785288,9,26,0
1930,61.000,41.923738,-87.785288,9,2,0
1931,64.000,41.970248,-87.787992,8,49,0
1932,64.000,41.970248,-87.787992,8,44,0
1933,12.000,42.010412,-87.66214,8,1,0
1934,12.000,42.010412,-87.66214,8,2,0
1935,10.000,41.89923,-87.716788,9,2,0
1936,10.000,41.89923,-87.716788,9,9,0
1937,20.000,41.692555,-87.598865,8,6,0
1938,20.000,41.692555,-87.598865,8,9,0
1939,33.000,41.94016,-87.794896,9,48,0
1940,33.000,41.94016,-87.794896,9,32,0
1941,33.000,41.94016,-87.794896,9,21,0
1942,33.000,41.94016,-87.794896,9,42,0
1943,11.000,41.903002,-87.688267,8,9,0
1944,11.000,41.903002,-87.688267,8,7,0
1945,60.000,41.942114,-87.776385,8,7,0
1946,60.000,41.942114,-87.776385,8,5,0
1947,60.000,41.960616,-87.777189,9,3,0
1948,60.000,41.960616,-87.777189,9,3,0
1949,33.000,41.883284,-87.705085,8,3,0
1950,33.000,41.704336,-87.703736,8,4,0
1951,33.000,41.704336,-87.703736,8,2,0
1952,33.000,41.704336,-87.703736,8,2,0
1953,49.000,41.962728,-87.748367,9,1,0
1954,30.000,41.836644,-87.677737,8,9,0
1955,30.000,41.836644,-87.677737,8,1,1
1956,30.000,41.836644,-87.677737,8,4,0
1957,42.000,41.837085,-87.729384,9,5,0
1958,42.000,41.837085,-87.729384,9,1,0
1959,42.000,41.837085,-87.729384,9,4,0
1960,17.000,41.911824,-87.726737,9,20,0
1961,17.000,41.911824,-87.726737,9,1,0
1962,17.000,41.911824,-87.726737,9,3,0
1963,22.000,41.823065,-87.678378,8,1,0
1964,22.000,41.801179,-87.679447,8,16,0
1965,22.000,41.801179,-87.679447,8,35,1
1966,35.000,41.800737,-87.71188,8,8,0
1967,52.000,41.778297,-87.752411,9,41,0
1968,52.000,41.778297,-87.752411,9,29,0
1969,52.000,41.778297,-87.752411,9,5,0
1970,52.000,41.778297,-87.752411,9,47,0
1971,52.000,41.778297,-87.752411,9,33,0
1972,52.000,41.778297,-87.752411,9,1,0
1973,67.000,41.77166,-87.703047,8,4,0
1974,67.000,41.77166,-87.703047,8,1,0
1975,67.000,41.77166,-87.703047,8,20,1
1976,73.000,41.759346,-87.745602,9,19,0
1977,73.000,41.759346,-87.745602,9,5,0
1978,22.000,41.768388,-87.678649,8,18,0
1979,22.000,41.768388,-87.678649,8,8,0
1980,52.000,41.797616,-87.797894,8,11,0
1981,52.000,41.797616,-87.797894,8,5,0
1982,61.000,41.781416,-87.776532,8,1,0
1983,10.000,41.773215,-87.60088,8,20,0
1984,10.000,41.773215,-87.60088,8,14,0
1985,39.000,41.822536,-87.666343,9,43,0
1986,39.000,41.822536,-87.666343,9,43,0
1987,39.000,41.822536,-87.666343,9,3,0
1988,39.000,41.822536,-87.666343,9,39,1
1989,47.000,41.799282,-87.585487,8,3,0
1990,47.000,41.799282,-87.585487,8,2,0
1991,47.000,41.799282,-87.585487,8,3,0
1992,55.000,41.794781,-87.615989,8,2,0
1993,64.000,41.778748,-87.586427,8,1,0
1994,71.000,41.766202,-87.562889,9,15,0
1995,71.000,41.766202,-87.562889,9,6,0
1996,71.000,41.766202,-87.562889,9,1,0
1997,77.000,41.754676,-87.612922,9,6,0
1998,77.000,41.754676,-87.612922,9,5,0
1999,40.000,41.821582,-87.627796,9,20,0
2000,40.000,41.821582,-87.627796,9,26,0
2001,50.000,41.803423,-87.642984,8,30,0
2002,50.000,41.803423,-87.642984,8,50,0
2003,50.000,41.803423,-87.642984,8,50,0
2004,50.000,41.803423,-87.642984,8,2,0
2005,50.000,41.803423,-87.642984,8,36,1
2006,50.000,41.803423,-87.642984,8,43,0
2007,79.000,41.754292,-87.590773,9,5,0
2008,52.000,41.798697,-87.736812,8,24,0
2009,52.000,41.798697,-87.736812,8,50,0
2010,52.000,41.798697,-87.736812,8,1,0
2011,52.000,41.798697,-87.736812,8,23,1
2012,63.000,41.776156,-87.778927,9,20,1
2013,63.000,41.776156,-87.778927,9,26,1
2014,37.000,41.82561,-87.726549,9,18,0
2015,37.000,41.82561,-87.726549,9,13,0
2016,12.000,41.673408,-87.599862,5,50,0
2017,10.000,41.726465,-87.585413,5,7,0
2018,10.000,41.726465,-87.585413,5,3,0
2019,81.000,41.729669,-87.582699,5,4,0
2020,81.000,41.729669,-87.582699,5,9,0
2021,80.000,41.74785,-87.702716,9,1,0
2022,82.000,41.644612,-87.604498,5,10,0
2023,82.000,41.644612,-87.604498,5,15,0
2024,89.000,41.733643,-87.55551,8,4,0
2025,89.000,41.733643,-87.55551,8,2,0
2026,98.000,41.717753,-87.531657,8,32,0
2027,98.000,41.717753,-87.531657,8,34,0
2028,10.000,41.750498,-87.605294,5,15,0
2029,10.000,41.750498,-87.605294,5,18,0
2030,11.000,41.702724,-87.536497,5,50,0
2031,11.000,41.702724,-87.536497,5,33,0
2032,11.000,41.702724,-87.536497,5,50,0
2033,11.000,41.702724,-87.536497,5,20,0
2034,11.000,41.702724,-87.536497,5,50,0
2035,11.000,41.702724,-87.536497,5,50,0
2036,11.000,41.702724,-87.536497,5,50,0
2037,11.000,41.702724,-87.536497,5,18,0
2038,11.000,41.702724,-87.536497,5,46,0
2039,11.000,41.702724,-87.536497,5,43,0
2040,11.000,41.702724,-87.536497,5,1,0
2041,11.000,41.702724,-87.536497,5,6,0
2042,58.000,41.984809,-87.728492,8,1,0
2043,58.000,41.984809,-87.728492,8,1,0
2044,66.000,41.772846,-87.740029,9,6,0
2045,66.000,41.772846,-87.740029,9,7,0
2046,81.000,41.825902,-87.667827,5,14,0
2047,81.000,41.825902,-87.667827,5,6,0
2048,12.000,41.673408,-87.599862,5,10,0
2049,12.000,41.673408,-87.599862,5,50,0
2050,12.000,41.673408,-87.599862,5,44,1
2051,12.000,41.673408,-87.599862,5,50,0
2052,12.000,41.673408,-87.599862,5,50,0
2053,12.000,41.673408,-87.599862,5,50,0
2054,12.000,41.673408,-87.599862,5,50,0
2055,12.000,41.673408,-87.599862,5,50,0
2056,12.000,41.673408,-87.599862,5,50,0
2057,12.000,41.673408,-87.599862,5,50,0
2058,12.000,41.673408,-87.599862,5,50,1
2059,12.000,41.673408,-87.599862,5,50,0
2060,12.000,41.673408,-87.599862,5,50,0
2061,12.000,41.673408,-87.599862,5,50,1
2062,12.000,41.673408,-87.599862,5,50,0
2063,12.000,41.673408,-87.599862,5,50,1
2064,12.000,41.673408,-87.599862,5,50,0
2065,12.000,41.673408,-87.599862,5,50,0
2066,12.000,41.673408,-87.599862,5,50,0
2067,12.000,41.673408,-87.599862,5,50,0
2068,12.000,41.673408,-87.599862,5,50,0
2069,12.000,41.673408,-87.599862,5,50,1
2070,12.000,41.673408,-87.599862,5,32,1
2071,12.000,41.673408,-87.599862,5,50,0
2072,12.000,41.673408,-87.599862,5,50,1
2073,12.000,41.673408,-87.599862,5,50,0
2074,12.000,41.673408,-87.599862,5,50,0
2075,12.000,41.673408,-87.599862,5,50,0
2076,12.000,41.673408,-87.599862,5,50,1
2077,12.000,41.673408,-87.599862,5,50,0
2078,12.000,41.673408,-87.599862,5,50,1
2079,12.000,41.673408,-87.599862,5,50,0
2080,12.000,41.673408,-87.599862,5,50,0
2081,12.000,41.673408,-87.599862,5,50,0
2082,12.000,41.673408,-87.599862,5,50,0
2083,12.000,41.673408,-87.599862,5,50,0
2084,12.000,41.673408,-87.599862,5,50,0
2085,12.000,41.673408,-87.599862,5,50,0
2086,12.000,41.673408,-87.599862,5,50,0
2087,12.000,41.673408,-87.599862,5,50,0
2088,12.000,41.673408,-87.599862,5,50,0
2089,12.000,41.673408,-87.599862,5,50,0
2090,12.000,41.673408,-87.599862,5,50,0
2091,12.000,41.673408,-87.599862,5,50,0
2092,12.000,41.673408,-87.599862,5,50,0
2093,12.000,41.673408,-87.599862,5,50,0
2094,12.000,41.673408,-87.599862,5,50,0
2095,12.000,41.673408,-87.599862,5,50,1
2096,12.000,41.673408,-87.599862,5,50,0
2097,12.000,41.673408,-87.599862,5,50,0
2098,12.000,41.673408,-87.599862,5,50,0
2099,12.000,41.673408,-87.599862,5,50,0
2100,12.000,41.673408,-87.599862,5,50,1
2101,12.000,41.673408,-87.599862,5,50,0
2102,10.000,41.726465,-87.585413,5,50,0
2103,10.000,41.726465,-87.585413,5,50,0
2104,10.000,41.726465,-87.585413,5,50,0
2105,10.000,41.726465,-87.585413,5,50,1
2106,10.000,41.726465,-87.585413,5,50,0
2107,10.000,41.726465,-87.585413,5,50,0
2108,10.000,41.726465,-87.585413,5,50,1
2109,10.000,41.726465,-87.585413,5,50,0
2110,10.000,41.726465,-87.585413,5,50,0
2111,10.000,41.726465,-87.585413,5,50,0
2112,10.000,41.726465,-87.585413,5,50,0
2113,10.000,41.726465,-87.585413,5,50,0
2114,10.000,41.726465,-87.585413,5,50,0
2115,10.000,41.726465,-87.585413,5,50,0
2116,10.000,41.726465,-87.585413,5,50,0
2117,10.000,41.726465,-87.585413,5,50,0
2118,10.000,41.726465,-87.585413,5,50,0
2119,10.000,41.726465,-87.585413,5,50,0
2120,10.000,41.726465,-87.585413,5,50,0
2121,10.000,41.726465,-87.585413,5,50,0
2122,24.000,41.704572,-87.565666,8,48,0
2123,24.000,41.704572,-87.565666,8,50,0
2124,24.000,41.704572,-87.565666,8,39,0
2125,24.000,41.704572,-87.565666,8,50,1
2126,24.000,41.704572,-87.565666,8,50,0
2127,24.000,41.704572,-87.565666,8,50,0
2128,24.000,41.704572,-87.565666,8,50,0
2129,24.000,41.704572,-87.565666,8,50,0
2130,24.000,41.704572,-87.565666,8,50,0
2131,24.000,41.704572,-87.565666,8,50,1
2132,24.000,41.704572,-87.565666,8,45,0
2133,24.000,41.704572,-87.565666,8,50,0
2134,24.000,41.704572,-87.565666,8,50,0
2135,24.000,41.704572,-87.565666,8,50,0
2136,24.000,41.704572,-87.565666,8,50,0
2137,24.000,41.704572,-87.565666,8,50,0
2138,24.000,41.704572,-87.565666,8,50,0
2139,24.000,41.704572,-87.565666,8,37,0
2140,24.000,41.704572,-87.565666,8,50,1
2141,10.000,41.726465,-87.585413,5,50,0
2142,10.000,41.726465,-87.585413,5,25,0
2143,10.000,41.726465,-87.585413,5,46,0
2144,10.000,41.726465,-87.585413,5,50,0
2145,10.000,41.726465,-87.585413,5,50,0
2146,10.000,41.726465,-87.585413,5,42,0
2147,10.000,41.726465,-87.585413,5,50,0
2148,10.000,41.726465,-87.585413,5,50,0
2149,10.000,41.726465,-87.585413,5,50,0
2150,10.000,41.726465,-87.585413,5,50,0
2151,10.000,41.726465,-87.585413,5,50,0
2152,10.000,41.726465,-87.585413,5,50,0
2153,10.000,41.726465,-87.585413,5,43,1
2154,10.000,41.726465,-87.585413,5,45,0
2155,10.000,41.726465,-87.585413,5,50,0
2156,10.000,41.726465,-87.585413,5,50,0
2157,10.000,41.726465,-87.585413,5,21,0
2158,13.000,41.678618,-87.559308,5,21,0
2159,13.000,41.678618,-87.559308,5,35,0
2160,13.000,41.678618,-87.559308,5,34,0
2161,13.000,41.678618,-87.559308,5,16,0
2162,13.000,41.678618,-87.559308,5,2,0
2163,13.000,41.678618,-87.559308,5,2,0
2164,13.000,41.737052,-87.543067,5,4,0
2165,13.000,41.737052,-87.543067,5,6,0
2166,13.000,41.740641,-87.546587,5,30,0
2167,13.000,41.740641,-87.546587,5,37,1
2168,13.000,41.740641,-87.546587,5,1,0
2169,37.000,41.680946,-87.535198,8,49,0
2170,37.000,41.680946,-87.535198,8,35,0
2171,37.000,41.680946,-87.535198,8,18,0
2172,37.000,41.680946,-87.535198,8,32,0
2173,37.000,41.680946,-87.535198,8,42,0
2174,37.000,41.680946,-87.535198,8,50,0
2175,37.000,41.680946,-87.535198,8,50,0
2176,37.000,41.680946,-87.535198,8,1,0
2177,37.000,41.680946,-87.535198,8,16,0
2178,38.000,41.686398,-87.531635,8,47,0
2179,38.000,41.686398,-87.531635,8,23,0
2180,38.000,41.686398,-87.531635,8,30,0
2181,38.000,41.686398,-87.531635,8,30,1
2182,38.000,41.686398,-87.531635,8,23,0
2183,11.000,41.702724,-87.536497,5,50,0
2184,40.000,41.659112,-87.538693,8,50,1
2185,40.000,41.659112,-87.538693,8,39,0
2186,40.000,41.659112,-87.538693,8,39,0
2187,40.000,41.659112,-87.538693,8,49,0
2188,40.000,41.659112,-87.538693,8,31,0
2189,40.000,41.659112,-87.538693,8,50,0
2190,40.000,41.659112,-87.538693,8,48,1
2191,40.000,41.659112,-87.538693,8,50,1
2192,40.000,41.659112,-87.538693,8,50,1
2193,40.000,41.659112,-87.538693,8,50,0
2194,40.000,41.659112,-87.538693,8,3,0
2195,41.000,41.95469,-87.800991,9,23,1
2196,41.000,41.95469,-87.800991,9,46,0
2197,41.000,41.95469,-87.800991,9,1,0
2198,79.000,41.974089,-87.824812,8,5,1
2199,79.000,41.974089,-87.824812,8,16,0
2200,15.000,41.9216,-87.666455,8,28,1
2201,15.000,41.9216,-87.666455,8,17,1
2202,25.000,41.891118,-87.654491,8,1,0
2203,25.000,41.891118,-87.654491,8,1,0
2204,11.000,41.867108,-87.654224,8,9,0
2205,11.000,41.867108,-87.654224,8,4,0
2206,11.000,41.896282,-87.655232,8,12,0
2207,11.000,41.896282,-87.655232,8,1,0
2208,11.000,41.896282,-87.655232,8,3,0
2209,21.000,41.919343,-87.694259,8,38,0
2210,21.000,41.919343,-87.694259,8,6,0
2211,22.000,41.921965,-87.632085,8,7,0
2212,22.000,41.921965,-87.632085,8,3,0
2213,22.000,41.688324,-87.676709,8,9,0
2214,22.000,41.688324,-87.676709,8,48,1
2215,22.000,41.688324,-87.676709,8,12,0
2216,22.000,41.688324,-87.676709,8,50,1
2217,11.000,41.862292,-87.64886,8,3,0
2218,65.000,41.999129,-87.795585,8,3,0
2219,65.000,41.999129,-87.795585,8,1,1
2220,75.000,42.01743,-87.687769,8,2,0
2221,75.000,42.01743,-87.687769,8,1,0
2222,15.000,41.907645,-87.760886,8,11,0
2223,15.000,41.907645,-87.760886,8,14,0
2224,91.000,41.981964,-87.812827,8,8,0
2225,91.000,41.981964,-87.812827,8,45,0
2226,36.000,41.944869,-87.832763,8,9,0
2227,36.000,41.944869,-87.832763,8,11,1
2228,72.000,42.011601,-87.811506,8,4,1
2229,72.000,42.011601,-87.811506,8,2,0
2230,38.000,41.94983,-87.698457,9,5,0
2231,38.000,41.94983,-87.698457,9,2,0
2232,49.000,41.979243,-87.750938,9,1,0
2233,49.000,41.979243,-87.750938,9,5,0
2234,58.000,41.986921,-87.689778,9,2,0
2235,58.000,41.986921,-87.689778,9,4,0
2236,50.000,41.801498,-87.763416,9,1,0
2237,50.000,41.801498,-87.763416,9,4,0
2238,14.000,41.906638,-87.701431,9,13,0
2239,14.000,41.906638,-87.701431,9,8,1
2240,10.000,41.723195,-87.64997,5,7,0
2241,10.000,41.723195,-87.64997,5,5,1
2242,11.000,41.868077,-87.666901,9,7,0
2243,11.000,41.868077,-87.666901,9,7,1
2244,11.000,41.868077,-87.666901,9,1,0
2245,53.000,41.961743,-87.76007,9,1,0
2246,43.000,41.878114,-87.629798,3,23,0
2247,43.000,41.878114,-87.629798,3,4,0
2248,43.000,41.878114,-87.629798,3,1,0
2249,43.000,41.878114,-87.629798,3,19,0
2250,42.000,41.958271,-87.702575,9,4,0
2251,42.000,41.958271,-87.702575,9,1,0
2252,42.000,41.958271,-87.702575,9,8,0
2253,28.000,41.932094,-87.700117,8,1,0
2254,28.000,41.932094,-87.700117,8,1,0
2255,15.000,41.994469,-87.667736,8,1,0
2256,18.000,42.006858,-87.675919,9,4,0
2257,18.000,42.006858,-87.675919,9,5,0
2258,70.000,41.916265,-87.800515,8,18,1
2259,70.000,41.916265,-87.800515,8,14,0
2260,25.000,41.846075,-87.716277,9,5,0
2261,25.000,41.846075,-87.716277,9,1,0
2262,25.000,41.846075,-87.716277,9,1,0
2263,21.000,41.918705,-87.752329,8,27,0
2264,21.000,41.918705,-87.752329,8,24,0
2265,37.000,41.948167,-87.730698,8,4,0
2266,37.000,41.948167,-87.730698,8,7,0
2267,45.000,41.963976,-87.69181,9,7,0
2268,45.000,41.963976,-87.69181,9,5,0
2269,40.000,41.953705,-87.733974,8,1,0
2270,46.000,41.964242,-87.757639,8,6,0
2271,46.000,41.964242,-87.757639,8,23,1
2272,60.000,41.990284,-87.797127,8,1,1
2273,60.000,41.990284,-87.797127,8,9,1
2274,70.000,42.008314,-87.777921,9,6,1
2275,70.000,42.008314,-87.777921,9,5,0
2276,61.000,41.991429,-87.747113,8,1,0
2277,27.000,41.843811,-87.686763,9,13,0
2278,27.000,41.843811,-87.686763,9,3,0
2279,68.000,41.921177,-87.79518,8,2,0
2280,68.000,41.921177,-87.79518,8,8,0
2281,30.000,41.857402,-87.694991,8,11,0
2282,30.000,41.857402,-87.694991,8,1,0
2283,30.000,41.857402,-87.694991,8,10,0
2284,11.000,41.868142,-87.696269,9,7,0
2285,11.000,41.868142,-87.696269,9,13,0
2286,25.000,41.846283,-87.656913,9,2,0
2287,10.000,41.721474,-87.648064,8,10,0
2288,10.000,41.721474,-87.648064,8,15,0
2289,10.000,41.869107,-87.696293,9,9,0
2290,10.000,41.869107,-87.696293,9,11,0
2291,18.000,41.966987,-87.674677,8,4,0
2292,18.000,41.966987,-87.674677,8,1,0
2293,61.000,41.923738,-87.785288,9,21,0
2294,61.000,41.923738,-87.785288,9,11,0
2295,64.000,41.970248,-87.787992,8,22,1
2296,64.000,41.970248,-87.787992,8,23,1
2297,12.000,42.010412,-87.66214,8,2,0
2298,12.000,42.010412,-87.66214,8,3,0
2299,10.000,41.89923,-87.716788,9,3,0
2300,10.000,41.89923,-87.716788,9,1,0
2301,10.000,41.89923,-87.716788,9,1,0
2302,20.000,41.692555,-87.598865,8,4,0
2303,20.000,41.692555,-87.598865,8,7,1
2304,33.000,41.94016,-87.794896,9,6,0
2305,33.000,41.94016,-87.794896,9,21,0
2306,60.000,41.942114,-87.776385,8,4,0
2307,60.000,41.942114,-87.776385,8,4,0
2308,60.000,41.960616,-87.777189,9,2,0
2309,60.000,41.960616,-87.777189,9,2,0
2310,33.000,41.883284,-87.705085,8,1,0
2311,49.000,41.962728,-87.748367,9,6,0
2312,30.000,41.836644,-87.677737,8,5,0
2313,30.000,41.836644,-87.677737,8,2,0
2314,30.000,41.836644,-87.677737,8,5,0
2315,42.000,41.837085,-87.729384,9,4,0
2316,42.000,41.837085,-87.729384,9,1,0
2317,42.000,41.837085,-87.729384,9,5,1
2318,17.000,41.911824,-87.726737,9,28,1
2319,17.000,41.911824,-87.726737,9,15,0
2320,22.000,41.823065,-87.678378,8,1,0
2321,22.000,41.823065,-87.678378,8,1,0
2322,22.000,41.801179,-87.679447,8,13,1
2323,22.000,41.801179,-87.679447,8,1,0
2324,22.000,41.801179,-87.679447,8,18,1
2325,22.000,41.801179,-87.679447,8,1,0
2326,35.000,41.800737,-87.71188,8,16,0
2327,35.000,41.800737,-87.71188,8,2,0
2328,35.000,41.800737,-87.71188,8,35,0
2329,52.000,41.778297,-87.752411,9,46,0
2330,52.000,41.778297,-87.752411,9,8,0
2331,52.000,41.778297,-87.752411,9,50,0
2332,52.000,41.778297,-87.752411,9,1,0
2333,52.000,41.778297,-87.752411,9,27,1
2334,52.000,41.778297,-87.752411,9,40,1
2335,67.000,41.77166,-87.703047,8,6,0
2336,67.000,41.77166,-87.703047,8,1,0
2337,67.000,41.77166,-87.703047,8,1,0
2338,73.000,41.759346,-87.745602,9,6,0
2339,73.000,41.759346,-87.745602,9,9,0
2340,22.000,41.768388,-87.678649,8,3,0
2341,22.000,41.768388,-87.678649,8,1,0
2342,52.000,41.797616,-87.797894,8,13,1
2343,52.000,41.797616,-87.797894,8,10,1
2344,61.000,41.781416,-87.776532,8,12,0
2345,61.000,41.781416,-87.776532,8,6,0
2346,10.000,41.773215,-87.60088,8,20,0
2347,10.000,41.773215,-87.60088,8,14,0
2348,39.000,41.822536,-87.666343,9,19,0
2349,39.000,41.822536,-87.666343,9,14,0
2350,47.000,41.799282,-87.585487,8,4,0
2351,47.000,41.799282,-87.585487,8,3,0
2352,47.000,41.799282,-87.585487,8,1,0
2353,64.000,41.778748,-87.586427,8,1,0
2354,71.000,41.766202,-87.562889,9,13,0
2355,71.000,41.766202,-87.562889,9,13,0
2356,71.000,41.766202,-87.562889,9,3,0
2357,77.000,41.754676,-87.612922,9,4,0
2358,77.000,41.754676,-87.612922,9,1,0
2359,77.000,41.754676,-87.612922,9,7,0
2360,40.000,41.821582,-87.627796,9,16,1
2361,40.000,41.821582,-87.627796,9,10,0
2362,50.000,41.803423,-87.642984,8,8,1
2363,50.000,41.803423,-87.642984,8,12,0
2364,79.000,41.754292,-87.590773,9,1,0
2365,79.000,41.754292,-87.590773,9,4,0
2366,52.000,41.798697,-87.736812,8,8,1
2367,52.000,41.798697,-87.736812,8,1,1
2368,52.000,41.798697,-87.736812,8,3,0
2369,63.000,41.776156,-87.778927,9,9,0
2370,63.000,41.776156,-87.778927,9,2,0
2371,37.000,41.82561,-87.726549,9,18,0
2372,37.000,41.82561,-87.726549,9,11,0
2373,80.000,41.74785,-87.702716,9,3,0
2374,80.000,41.74785,-87.702716,9,1,0
2375,58.000,41.984809,-87.728492,8,1,0
2376,58.000,41.984809,-87.728492,8,3,0
2377,66.000,41.772846,-87.740029,9,1,0
2378,66.000,41.772846,-87.740029,9,2,0
2379,81.000,41.825902,-87.667827,5,8,0
2380,81.000,41.825902,-87.667827,5,7,0
2381,22.000,41.688324,-87.676709,8,6,0
2382,11.000,41.862292,-87.64886,8,3,0
2383,17.000,41.720848,-87.666014,9,7,0
2384,17.000,41.720848,-87.666014,9,28,1
2385,17.000,41.720848,-87.666014,9,1,0
2386,22.000,41.731922,-87.677512,8,43,1
2387,22.000,41.731922,-87.677512,8,35,1
2388,22.000,41.731922,-87.677512,8,50,1
2389,89.000,41.732984,-87.649642,8,24,1
2390,89.000,41.732984,-87.649642,8,40,1
2391,89.000,41.732984,-87.649642,8,7,0
2392,11.000,41.869216,-87.627561,8,5,0
2393,11.000,41.869216,-87.627561,8,1,0
2394,42.000,41.662014,-87.724608,8,50,1
2395,42.000,41.662014,-87.724608,8,18,0
2396,42.000,41.662014,-87.724608,8,50,0
2397,42.000,41.662014,-87.724608,8,31,0
2398,42.000,41.662014,-87.724608,8,50,0
2399,42.000,41.662014,-87.724608,8,50,0
2400,42.000,41.662014,-87.724608,8,50,1
2401,35.000,41.682587,-87.707973,9,7,0
2402,35.000,41.682587,-87.707973,9,2,0
2403,93.000,41.725517,-87.614258,8,3,0
2404,93.000,41.725517,-87.614258,8,1,0
2405,96.000,41.719059,-87.675088,9,5,0
2406,96.000,41.719059,-87.675088,9,1,0
2407,11.000,41.903002,-87.688267,8,9,1
2408,11.000,41.903002,-87.688267,8,9,0
2409,33.000,41.704336,-87.703736,8,1,0
2410,33.000,41.704336,-87.703736,8,4,0
2411,12.000,41.673408,-87.599862,5,50,0
2412,12.000,41.673408,-87.599862,5,11,0
2413,12.000,41.673408,-87.599862,5,50,0
2414,12.000,41.673408,-87.599862,5,50,1
2415,12.000,41.673408,-87.599862,5,50,0
